商品名称,商品价格,商品编码,tokens,keywords
精密机用角固式虎钳,79,108,精密 机用 角固式 虎钳,精密:1.8037691416715667 角固式:2.078422213838594 虎钳:2.078422213838594
镜面不锈钢板,40,108,镜面 不锈钢板,镜面:3.4236758932804747 不锈钢板:3.8102708373972156
居之岛厨房杂件,35,108,居 之岛 厨房 杂件,居:2.0065016957256487 厨房:1.6169655412140114 杂件:1.9507158078970963
卡环钳圆柱棒,33,108,卡环 钳 圆柱 棒,钳:1.471485154851581 圆柱:1.8037691416715667 棒:1.7118379466402374
卡套直通接头,77,108,卡套 直通 接头,卡套:2.4050255222287555 直通:2.4887969983223908 接头:1.8016559862633381
开槽圆柱头全螺纹螺钉,33,108,开槽 圆柱 头全 螺纹 螺钉,开槽:1.46657192046853 螺纹:1.3279424843565408 螺钉:1.1040961691823719
开口5接管法兰,34,108,开口 5 接管 法兰,开口:1.659928105445676 接管:1.8332149005856624 法兰:1.4503458078445655
开口型平圆头铝抽芯铆钉,77,108,开口 型平 圆头 铝 抽 芯 铆钉,铝:1.002057981603445 芯:0.8906067590963629 铆钉:1.0886488106849186
抗剪型100沉头轻型钛合金高锁螺栓,35,108,抗剪 型 100 沉头 轻型 钛合金 高锁 螺栓,轻型:1.039211106919297 钛合金:1.039211106919297 高锁:1.039211106919297
烤红薯黑铝箔纸盒,77,108,烤红薯 黑 铝箔纸 盒,黑:1.48664131030569 铝箔纸:2.0065016957256487 盒:0.9086622051999573
科尼M06相间纸冲片,34,108,科尼 M06 相间 纸 冲片,科尼:1.605201356580519 相间:1.605201356580519 纸:0.7642628327023259
可内镶嵌硬纸卡片塑料牌子,77,108,可内 镶嵌 硬纸 卡片 塑料 牌子,镶嵌:1.2025127611143778 硬纸:1.3856148092257294 牌子:1.3856148092257294
可调式定位装置,25,108,可调式 定位 装置,可调式:2.6009544105294617 定位:2.0780824378915135 装置:2.0644751063847613
空气阀高温管,25,108,空气 阀 高温,空气:2.2347503143067584 阀:2.2347503143067584 高温:2.675335594300865
快接式可伸缩手柄,25,108,快 接式 伸缩 手柄,快:1.77742901275711 接式:2.0065016957256487 手柄:1.3905383855781068
宽不锈钢电缆托架,27,108,宽 不锈钢 电缆 托架,宽:1.9051354186986078 电缆:1.5919446765747658 托架:1.8332149005856624
拉手脚左加工费,34,108,拉 手脚 左 加工费,拉:1.443678746074025 手脚:2.078422213838594 左:1.3801202114779647
蓝染葡萄茶杯,42,108,蓝染 葡萄 茶杯,蓝染:2.675335594300865 葡萄:2.3091314980781616 茶杯:2.3091314980781616
乐透个性创意竹套马克杯,75,108,乐透 个性 创意 竹套 马克杯,创意:1.2735557412598126 竹套:1.605201356580519 马克杯:1.4430153133372534
冷却管路过滤器支架,41,108,冷却管 路 过滤器 支架,路:1.866597748741793 过滤器:1.659928105445676 支架:1.15620235031011
力易得水泵钳,46,108,力 易得 水泵 钳,易得:2.0065016957256487 水泵:1.9051354186986078 钳:1.471485154851581
链条联接链节,40,108,链条 联接 链节,链条:2.3091314980781616 联接:2.675335594300865 链节:2.771229618451459
良烧日本陶瓷均价,36,108,良烧 日本 陶瓷 均价,良烧:2.0065016957256487 日本:1.77742901275711 陶瓷:1.5483563297885712
两用板手组套,23,108,两用 板手 组套,两用:2.2347503143067584 板手:2.675335594300865 组套:2.2347503143067584
六角法兰M5螺母,80,108,六角 法兰 M5 螺母,六角:1.407027877526056 法兰:1.4503458078445655 螺母:1.5483563297885712
六角法兰面螺母三价兰,33,108,六角 法兰 面 螺母 三价 兰,法兰:0.9668972052297102 面:1.0075008856726686 螺母:1.0322375531923806
六角头铰制孔螺栓,40,108,六角 头 铰 制孔 螺栓,头:1.2160193267694563 铰:1.6627377710708755 螺栓:1.1657564411132753
隆飞方汤盘清雅名媛,77,108,隆飞方 汤盘 清雅 名媛,隆飞方:2.078422213838594 汤盘:2.078422213838594 清雅:2.0065016957256487
罗宾汉棘轮套筒扳手,77,108,罗宾汉 棘轮 套筒 扳手,罗宾汉:2.0065016957256487 棘轮:1.9051354186986078 扳手:1.3852750332786488
螺杆HFP#35CRMO,77,108,螺杆 HFP 35CRMO,螺杆:2.5401805582648103 HFP:2.675335594300865 35CRMO:2.675335594300865
螺纹钢五金钢材类,79,108,螺纹钢 五金 钢材 类,螺纹钢:2.078422213838594 钢材:2.078422213838594 类:1.7536014678060288
铝合金板肋加强夹,26,108,铝合金 板 肋 夹,铝合金:1.407027877526056 板:0.8673754422239462 肋:2.0065016957256487
马年生肖彩色银章,21,108,马年 生肖 彩色 银章,马年:2.078422213838594 生肖:2.078422213838594 银章:2.078422213838594
猫笼S上门片,34,108,猫笼 S 上门 片,猫笼:2.0065016957256487 上门:1.9051354186986078 片:1.3801202114779647
锚杆连接底杆,35,108,锚杆 连接 底杆,锚杆:2.675335594300865 连接:1.8915438419130393 底杆:2.675335594300865
美厨圆形煎蛋模,77,108,美厨 圆形 煎蛋 模,美厨:1.7118379466402374 煎蛋:2.078422213838594 模:1.866597748741793
美肤语美容清洁棉柔巾MF5013抽纸巾旅行婴幼洗脸洁面化,34,108,美肤语 美容 清洁 棉柔巾 MF5013 抽 纸巾 旅行 婴幼 洗脸 洁面 化,美肤语:0.6928074046128647 美容:0.6350451395662026 纸巾:0.6688338985752162
美歌享悦小王子不锈钢真空保温吸管杯,25,108,美歌 享悦 小王子 不锈钢 真空 保温 吸管 杯,美歌:1.039211106919297 真空:0.7645580347522696 杯:0.7063876285411154
美乐喜意多功能核桃钳,35,108,美乐 喜意 多功能 核桃 钳,美乐:1.605201356580519 核桃:1.14468433798171 钳:1.177188123881265
模板ZX17S,79,108,模板 ZX17S,模板:2.9891569697686697 ZX17S:4.156844427677188
耐热玻璃保鲜盒悦活提袋套装,24,108,耐热 玻璃 保鲜盒 悦活 提袋 套装,耐热:1.1545657490390808 玻璃:0.8729856456878081 提袋:1.3856148092257294
内六角螺钉组合件,75,108,内六角 螺钉 组合 件,内六角:1.511251328509003 螺钉:1.3801202114779647 组合:1.2874053167452926
内十二方套头,22,108,内 十二 方 套头,十二:1.9051354186986078 方:1.77742901275711 套头:1.7118379466402374
内丝弯头带座,25,108,内丝 弯头 带座,内丝:2.906384654487513 弯头:2.155954054952015 带座:2.906384654487513
尼龙丁腈涂层手套,20,108,尼龙 丁腈 涂层 手套,尼龙:1.569201732023334 涂层:1.6304823465315803 手套:1.6447719499915674
诺迪思玻璃杯,77,108,诺迪思 玻璃杯,诺迪思:4.0130033914512975 玻璃杯:3.352125471460138
欧盟测试认证整车端高压线束,74,108,欧盟 测试 认证 整车 端 高压线 束,认证:1.1146947473697693 端:1.0475513717632357 高压线:1.1465723975575135
帕莎温玻璃竖纹热饮壶,75,108,帕莎温 玻璃 竖纹 热饮 壶,玻璃:1.0475827748253699 竖纹:1.605201356580519 热饮:1.605201356580519
排气岐管支架螺栓垫圈,35,108,排气 岐管 支架 螺栓 垫圈,排气:1.46657192046853 支架:0.924961880248088 螺栓:1.1657564411132753
皮带轮b4槽,20,108,皮带轮 b4 槽,皮带轮:2.5401805582648103 b4:2.675335594300865 槽:2.173976462042107
铍青铜防爆管子钳,36,108,铍青铜 防爆 管子 钳,铍青铜:2.0065016957256487 防爆:1.866597748741793 钳:1.471485154851581
偏心镀锌大小头,77,108,偏心 镀锌 大小头,偏心:2.675335594300865 镀锌:2.2347503143067584 大小头:2.5401805582648103
前挡板固定板,37,108,前 挡板 固定 板,挡板:1.8037691416715667 固定:1.1992951567953065 板:0.8673754422239462
前副车架AF40输送托板支座,40,108,前 副 车架 AF40 输送 托板 支座,车架:1.1465723975575135 输送:1.0475513717632357 支座:1.0156737215754914
前后门装饰条押出模,78,108,前后门 装饰 条 押出 模,装饰:1.2022207524720663 条:1.1124307084624856 模:1.4932781989934345
前轮罩右压条,73,108,前轮 罩 右 压条,罩:1.676062735730069 右:1.4127752570822307 压条:1.77742901275711
倾斜调节手柄,78,108,倾斜 调节 手柄,倾斜:2.675335594300865 调节:2.1388562901561645 手柄:1.854051180770809
曲轴油封打入工具,20,108,曲轴 油封 打入 工具,曲轴:2.078422213838594 油封:1.7118379466402374 打入:2.078422213838594
全螺纹六角头螺栓,41,108,全 螺纹 六角 头 螺栓,螺纹:1.3279424843565408 头:1.2160193267694563 螺栓:1.1657564411132753
热过载继电器,77,108,热 过载 继电器,热:2.4887969983223908 过载:2.5401805582648103 继电器:2.0780824378915135
日本孔雀单层便携玻璃水杯男女保温办公室茶杯喝水杯子成人玻璃,20,108,日本 孔雀 单层 便携 玻璃 水杯 男女 保温 办公室 茶杯 喝水 杯子 成人 玻璃,玻璃:0.7482734105895498 男女:0.3988328391095279 茶杯:0.49481389244532037
塞拉门左携门架,43,108,塞拉 门 左 携 门架,门:1.2553613856186674 携:1.605201356580519 门架:1.605201356580519
赛巴迪煎盘无盖防压铸铝锅,25,108,赛巴迪 煎 盘 无盖 防 压铸 铝锅,赛巴迪:1.1465723975575135 防:0.8635721877194302 铝锅:1.1465723975575135
三角玻璃漏斗,36,108,三角 玻璃 漏斗,三角:2.193029266655423 玻璃:1.7459712913756162 漏斗:2.675335594300865
三角手轮瓷芯角阀,42,108,三角 手轮 瓷芯角阀,三角:2.193029266655423 手轮:2.771229618451459 瓷芯角阀:2.771229618451459
上华夫烤盘组件ST1703喷涂加工,35,108,上华夫 烤 盘 组件 ST1703 喷涂 加工,烤:0.939869685709467 盘:0.9030369558091671 组件:0.774759585351173
上下自动马达固定架,77,108,自动 马达 固定架,自动:1.7617222529924645 马达:2.2132374739275678 固定架:2.6009544105294617
设备线夹护罩,77,108,设备 线 夹 护罩,设备:1.6447719499915674 线:1.443678746074025 护罩:1.8332149005856624
十字盘头螺丝,33,108,十字 盘头 螺丝,十字:2.0037012541201102 盘头:2.173976462042107 螺丝:2.1225929020996874
十字盘头组合螺钉,35,108,十字 盘头 组合 螺钉,盘头:1.6304823465315803 组合:1.2874053167452926 螺钉:1.3801202114779647
十字双色螺丝刀,75,108,十字 双色 螺丝刀,十字:2.0037012541201102 双色:2.2824505955203165 螺丝刀:2.4442865341142164
十字橡塑穿心螺丝批,29,108,十字 橡塑 穿心 螺丝批,橡塑:1.77742901275711 穿心:2.0065016957256487 螺丝批:1.7318486235586215
石油裂化用无缝钢管,80,108,石油 裂化 无缝钢管,石油:2.906384654487513 裂化:2.906384654487513 无缝钢管:2.771229618451459
食品袋盒喷涂,78,108,食品袋 盒 喷涂,食品袋:2.771229618451459 盒:1.2115496069332763 喷涂:2.6009544105294617
世达09164圆铳,20,108,世达 09164 圆铳,世达:2.1225929020996874 09164:2.771229618451459 圆铳:2.771229618451459
世达快速棘能扳手,25,108,世达 快速 棘能 扳手,快速:1.7536014678060288 棘能:2.179788490865635 扳手:1.3852750332786488
世达十字形螺批,42,108,世达 十字形 螺批,世达:2.1225929020996874 十字形:2.771229618451459 螺批:2.771229618451459
世达十字型橡塑柄螺丝批,34,108,世达 十字型 橡塑 柄 螺丝批,橡塑:1.4219432102056881 柄:1.283313774093699 螺丝批:1.3854788988468973
世达特长球头内六角扳头,73,108,世达 特长 球头 内六角 扳头,特长:1.605201356580519 球头:1.3408501885840554 扳头:1.605201356580519
世达轴承分离器套装,41,108,世达 轴承 分离器 套装,轴承:1.538551151500251 分离器:1.8332149005856624 套装:1.1194568027229486
收线踏板弹簧,77,108,收线 踏板 弹簧,收线:2.6009544105294617 踏板:2.2824505955203165 弹簧:2.0266988779490935
手动套筒扳手头,73,108,手动 套筒 扳手 头,手动:1.6933109536018067 套筒:1.6169655412140114 扳手:1.3852750332786488
手用黄油枪油嘴,24,108,手用 黄油枪 油嘴,手用:2.4887969983223908 黄油枪:2.4050255222287555 油嘴:2.675335594300865
双弧玻璃底盘,77,108,双弧 玻璃 底盘,双弧:2.771229618451459 玻璃:1.7459712913756162 底盘:2.6009544105294617
双活接铜球阀,26,108,双活 接铜 球阀,双活:2.6009544105294617 接铜:2.675335594300865 球阀:2.257747938135742
双孔铅封彩锌上平,25,108,双孔 铅封 彩 锌 上平,铅封:1.6627377710708755 彩:1.4932781989934345 锌:1.3043858772252643
双头黑铁螺栓,35,108,双头 黑铁 螺栓,双头:1.854051180770809 黑铁:2.675335594300865 螺栓:1.9429274018554585
水平导径三通,74,108,水平 导径 三通,水平:2.3381352904080384 导径:2.675335594300865 三通:2.1388562901561645
丝锥13750KSFT,38,108,丝锥 13750KSFT,丝锥:3.55485802551422 13750KSFT:4.0130033914512975
斯蒂芬布朗白啤酒,35,108,斯蒂芬 布朗 白 啤酒,斯蒂芬:2.078422213838594 布朗:1.457195551391594 白:1.4945784848843349
松发牡丹亭港式护边碗,34,108,松发 牡丹亭 港式 护边 碗,牡丹亭:1.6627377710708755 港式:1.6627377710708755 碗:1.2553613856186674
苏泊尔保温杯,25,108,苏泊尔 保温杯,苏泊尔:3.3866219072036134 保温杯:3.352125471460138
苏泊尔经典鸣笛系列不锈钢水壶,24,108,苏泊尔 经典 鸣笛 系列 不锈钢 水壶,苏泊尔:1.128873969067871 经典:0.9497881795530296 鸣笛:1.3376677971504325
苏泊尔砍骨刀,75,108,苏泊尔 砍 骨刀,苏泊尔:2.257747938135742 砍:2.675335594300865 骨刀:2.675335594300865
碳钢双头螺双,40,108,碳钢 双头 螺双,碳钢:2.5401805582648103 双头:1.854051180770809 螺双:2.771229618451459
通用级螺丝批组套,26,108,通用 级 螺丝批 组套,通用:1.569201732023334 螺丝批:1.7318486235586215 组套:1.676062735730069
铜合金单柄单控阀,33,108,铜合金 单柄 单控阀,铜合金:2.675335594300865 单柄:2.675335594300865 单控阀:2.675335594300865
外壳前上加强件,20,108,外壳 前上 件,外壳:2.369905350342813 前上:2.675335594300865 件:2.015001771345337
外六角2平1弹1母,34,108,外六角 2 平 1 弹 1 母,平:1.002057981603445 弹:1.1465723975575135 母:1.1465723975575135
外螺纹隔壁接头,75,108,外螺纹 隔壁 接头,外螺纹:2.5401805582648103 隔壁:2.771229618451459 接头:1.8016559862633381
弯柄梅花扳手,20,108,弯 柄 梅花 扳手,柄:1.6041422176171236 梅花:1.5803146726660424 扳手:1.3852750332786488
万能套筒扳手,40,108,万能 套筒 扳手,万能:2.6009544105294617 套筒:2.155954054952015 扳手:1.8470333777048649
万向脚轮全刹,79,108,万向 脚轮 全刹,万向:2.4050255222287555 脚轮:2.4050255222287555 全刹:2.771229618451459
旺事达小号平底匙,77,108,旺事达 小号 平底 匙,旺事达:2.078422213838594 小号:1.676062735730069 平底:1.7118379466402374
威尼斯健康陶瓷水具,20,108,威尼斯 健康 陶瓷 水具,威尼斯:1.8037691416715667 陶瓷:1.5483563297885712 水具:1.9051354186986078
围卡两侧长方孔底下圆孔,34,108,围卡 两侧 长 方孔 底下 圆孔,长:0.9167130230990566 方孔:1.3004772052647309 底下:1.3376677971504325
卫浴成品龙头菜盆龙头普通龙头,22,108,卫浴 成品 龙头 菜盆 龙头 龙头,成品:1.2443984991611954 龙头:3.6664298011713248 菜盆:1.1690676452040192
文件的分类整理收纳,20,108,文件 分类整理 收纳,文件:2.2824505955203165 分类整理:2.675335594300865 收纳:1.9619802064687746
钨钢球头铣刀,75,108,钨钢 球头 铣刀,钨钢:2.6009544105294617 球头:2.2347503143067584 铣刀:2.193029266655423
无线充电抽水器,31,108,无线 充电 抽水 器,无线:1.4308554224771375 抽水:2.0065016957256487 器:1.464238270633268
五金小滚刷轴,77,108,五金 小滚 刷 轴,小滚:2.0065016957256487 刷:1.457195551391594 轴:1.4789483956390015
希乐玻璃杯女士水杯耐热防烫办公杯,79,108,希乐 玻璃杯 女士 水杯 耐热 防烫 办公 杯,玻璃杯:0.8380313678650345 耐热:0.8659243117793107 防烫:0.9753579039485482
希乐时尚水杯,40,108,希乐 时尚 水杯,希乐:2.4887969983223908 时尚:1.4541483789243161 水杯:2.1070862302213897
系列负荷开关柜门联锁延伸轴,78,108,系列 负荷 开关柜 门 联锁 延伸 轴,负荷:1.1465723975575135 门:0.8966867040133337 轴:0.8451133689365722
系列尼龙快速打蛋器,78,108,系列 尼龙 快速 打蛋器,系列:0.8885919973847566 快速:1.7536014678060288 打蛋器:2.0065016957256487
橡塑螺丝批组套,30,108,橡塑 螺丝批 组套,橡塑:2.369905350342813 螺丝批:2.3091314980781616 组套:2.2347503143067584
小号人工吹制原色杯,75,108,小号 人工 吹制 原色 杯,小号:1.3408501885840554 吹制:1.605201356580519 杯:1.1302202056657846
小跑车轴修复,75,108,小跑 车轴 修复,小跑:2.675335594300865 车轴:2.675335594300865 修复:2.4050255222287555
小师傅品钢瓜刨,33,108,小 师傅 品钢瓜 刨,小:1.2119882381386624 师傅:2.0065016957256487 品钢瓜:2.078422213838594
小型梅花两用扳手,78,108,小型 梅花 两用 扳手,小型:1.9507158078970963 梅花:1.5803146726660424 扳手:1.3852750332786488
锌合金美工刀15节,21,108,锌合金 美工刀 15 节,锌合金:1.9507158078970963 美工刀:2.078422213838594 节:1.866597748741793
休闲淡粉色试衣间布帘,38,108,休闲 淡 粉色 试衣间 布帘,淡:1.5605726463176772 粉色:1.3854788988468973 试衣间:1.743830792692508
蓄电池控制箱底座,32,108,蓄电池 控制箱 底座,蓄电池:2.4442865341142164 控制箱:2.6009544105294617 底座:2.0780824378915135
雅诚德骨瓷商务怀,75,108,雅诚德 骨瓷 商务 怀,雅诚德:1.8332149005856624 骨瓷:2.0065016957256487 怀:2.0065016957256487
雅诚德国宾杯,35,108,雅诚 德国 宾杯,雅诚:2.771229618451459 德国:2.155954054952015 宾杯:2.771229618451459
雅诚德龙泉釉炫彩浮雕时尚大汤勺,74,108,雅诚德 龙泉 釉炫彩 浮雕 时尚 大 汤勺,雅诚德:1.0475513717632357 龙泉:1.1876698364791967 釉炫彩:1.1876698364791967
野外探险轮壳,25,108,野外 探险 轮壳,野外:2.906384654487513 探险:2.906384654487513 轮壳:2.906384654487513
叶片泵联轴器,78,108,叶片泵 联轴器,叶片泵:4.0130033914512975 联轴器:3.5072029356120575
一键式弹盖车载杯,35,108,一键 式 弹盖 车载 杯,弹盖:1.4932781989934345 车载:1.283313774093699 杯:1.1302202056657846
一平防盗插销脚钉,36,108,一平 防盗 插销 脚钉,防盗:2.0065016957256487 插销:2.0065016957256487 脚钉:2.0065016957256487
意德丽塔博拉系列玻璃果盘,76,108,意德丽塔 博拉 系列 玻璃 果盘,系列:0.7108735979078054 玻璃:1.0475827748253699 果盘:1.605201356580519
银诺荧光手电筒,76,108,银诺 荧光 手电筒,银诺:2.771229618451459 荧光:2.3091314980781616 手电筒:2.4442865341142164
银熊树脂切割片,76,108,银熊 树脂 切割片,银熊:2.771229618451459 树脂:2.257747938135742 切割片:2.771229618451459
引导轮支座压浮封环工装,76,108,引导 轮 支座 压浮 封环 工装,引导:1.3376677971504325 轮:0.9714637009277293 支座:1.1849526751714066
隐藏式合页磨擦自润滑垫片锌合金镀,76,108,隐藏式 合页 磨擦 自润滑 垫片 锌合金 镀,隐藏式:1.1876698364791967 锌合金:1.1146947473697693 镀:1.0886488106849186
英寸新式鱼盘,76,108,英寸 新式 鱼盘,英寸:1.9619802064687746 新式:2.6009544105294617 鱼盘:2.675335594300865
英制平头内六角扳手,73,108,英制 平头 内六角 扳手,英制:1.9507158078970963 平头:1.9507158078970963 扳手:1.3852750332786488
英制球头内六角扳手装,43,108,英制 球头 内六角 扳手 装,英制:1.5605726463176772 球头:1.3408501885840554 装:1.0738499752375872
硬币箱导向销,76,108,硬币 箱 导向 销,硬币:2.0065016957256487 箱:1.443678746074025 销:1.7536014678060288
硬聚氯乙烯直接,76,108,硬 聚氯乙烯,硬:3.5072029356120575 聚氯乙烯:3.160629345332085
硬质合金双面刃倒角刀,76,108,硬质合金 双面 刃 倒角 刀,硬质合金:1.3279424843565408 双面:1.15494299685922 刃:1.6627377710708755
硬质合金旋转锉,33,108,硬质合金 旋转 锉,硬质合金:2.2132374739275678 旋转:2.1070862302213897 锉:2.3381352904080384
硬质合金直冷钻头,20,108,硬质合金 直冷 钻头,硬质合金:2.2132374739275678 直冷:2.6009544105294617 钻头:2.4442865341142164
硬质合金中心出水铰刀,25,108,硬质合金 中心 出水 铰刀,硬质合金:1.659928105445676 出水:2.078422213838594 铰刀:2.0065016957256487
用于MODEL,76,108,用于 MODEL,用于:4.0130033914512975 MODEL:4.156844427677188
优家搓脚板死皮挫,76,108,优家 搓 脚板 死皮 挫,搓:1.5605726463176772 脚板:1.605201356580519 死皮:1.605201356580519
优质高强度卸扣,76,108,优质 高强度 卸扣,优质:2.4887969983223908 高强度:2.4887969983223908 卸扣:2.771229618451459
油泵柱塞弹簧,36,108,油泵 柱塞 弹簧,油泵:2.5401805582648103 柱塞:2.771229618451459 弹簧:2.0266988779490935
油管扣压材料,25,108,油管 扣压 材料,油管:2.3091314980781616 扣压:2.4887969983223908 材料:2.2132374739275678
油浸石棉石墨盘根,80,108,油浸 石棉 石墨 盘根,石棉:2.179788490865635 石墨:1.6304823465315803 盘根:2.179788490865635
油气回收油枪枪套,76,108,油气 回收 油枪 枪套,油气:2.0065016957256487 油枪:2.0065016957256487 枪套:2.0065016957256487
有机玻璃管道小展台,76,108,有机玻璃 管道 小 展台,有机玻璃:1.77742901275711 管道:1.9507158078970963 展台:2.179788490865635
右单门滑道焊接件,76,108,右 单门 滑道 焊接件,右:1.4127752570822307 滑道:2.078422213838594 焊接件:1.9507158078970963
右非标传动轮组件,76,108,右 非标 传动 轮 组件,非标:1.4932781989934345 轮:1.1657564411132753 组件:1.0846634194916422
右光电传感器挡片,76,108,右 光电 传感器 挡片,右:1.4127752570822307 光电:2.179788490865635 挡片:2.179788490865635
右轨道侧板二,34,108,右 轨道 侧板 二,右:1.4127752570822307 轨道:1.9051354186986078 侧板:2.0065016957256487
右轨道防护罩,77,108,右 轨道 防护罩,右:1.8837003427763075 轨道:2.5401805582648103 防护罩:2.4887969983223908
余省桃花双绶图,76,108,余省 桃花 双绶图,余省:2.771229618451459 桃花:2.771229618451459 双绶图:2.771229618451459
鱼缸水族箱三合一增氧造浪抽水泵,76,108,鱼缸 水族箱 三合一 增氧造 浪 抽水泵,鱼缸:1.3004772052647309 水族箱:1.3376677971504325 浪:1.3376677971504325
雨花泽欧式奢华室内房门锁不分左右开门把手纯铜锁芯金间珠,75,108,雨花 泽 欧式 奢华 室内 房门 锁 不分 开门 把手 纯铜 锁芯 金间 珠,雨花:0.5732861987787568 锁:0.49481389244532037 锁芯:0.5573473736848846
浴盆用吐水口,35,108,浴盆 吐 水口,浴盆:2.675335594300865 吐:2.675335594300865 水口:2.675335594300865
浴室锁纸盒内销,76,108,浴室 锁 纸盒 内销,浴室:1.676062735730069 锁:1.7318486235586215 纸盒:1.866597748741793
预装上法兰设备A02夹爪C39A类,76,108,预装 上 法兰 设备 A02 夹 爪 C39A 类,预装:0.8467268527549368 设备:0.7310097555518077 类:0.7793784301360127
元首筷架 仙姿玉质,38,108,元首 筷架   仙姿玉质,元首:2.771229618451459 筷架:2.4442865341142164 仙姿玉质:2.771229618451459
园钢Q345B,80,108,园钢 Q345B,园钢:4.156844427677188 Q345B:3.9014316157941926
圆钢;合金钢,25,108,圆钢 合金钢,圆钢:3.9014316157941926 合金钢:4.156844427677188
圆形两坑两槽,35,108,圆形 两坑 两槽,圆形:2.193029266655423 两坑:2.675335594300865 两槽:2.675335594300865
圆锥管螺纹锥接头,78,108,圆锥 螺纹 锥 接头,螺纹:1.659928105445676 锥:1.8037691416715667 接头:1.3512419896975036
圆锥碗形瓦加工,76,108,圆锥 碗 形瓦 加工,圆锥:1.8332149005856624 碗:1.569201732023334 形瓦:2.0065016957256487
月牙槽去毛刺刀,76,108,月牙 槽 去 毛 刺刀,月牙:1.6627377710708755 槽:1.3043858772252643 毛:1.4219432102056881
月牙形电缆剪,76,108,月牙形 电缆 剪,月牙形:2.771229618451459 电缆:2.1225929020996874 剪:2.2132374739275678
增强聚丙烯耐腐蚀离心泵,76,108,增强 聚丙烯 耐腐蚀 离心泵,聚丙烯:1.9507158078970963 耐腐蚀:1.9507158078970963 离心泵:2.0065016957256487
张紧轮调高轴,76,108,张紧 轮调 高轴,张紧:2.4442865341142164 轮调:2.771229618451459 高轴:2.771229618451459
张小泉厨房多用剪,75,108,张小泉 厨房 多用 剪,张小泉:2.078422213838594 厨房:1.6169655412140114 多用:1.5291160695045392
长安之星汽油机油,76,108,长安 之星 汽油机油,长安:2.6009544105294617 之星:2.5401805582648103 汽油机油:2.675335594300865
长方护边平板盘,76,108,长方 护边 平板 盘,长方:1.9507158078970963 护边:1.9507158078970963 盘:1.5803146726660424
长方形汤炉面板,76,108,长方形 汤炉 面板,长方形:2.4887969983223908 汤炉:2.675335594300865 面板:1.3472210386316077
长花形旋具套筒,36,108,长花 形旋具 套筒,长花:2.675335594300865 形旋具:2.675335594300865 套筒:2.155954054952015
长寿型电烙铁,76,108,长寿 型 电烙铁,长寿:2.771229618451459 型:1.8470333777048649 电烙铁:2.906384654487513
长条扶手圆钢,72,108,长条 扶手 圆钢,长条:2.771229618451459 扶手:2.2347503143067584 圆钢:2.6009544105294617
长直头航空剪,76,108,长直 头 航空 剪,长直:2.0065016957256487 头:1.5200241584618204 航空:1.9507158078970963
折叠花型内六角,76,108,折叠 花型 内六角,折叠:1.7563888058769843 花型:2.6009544105294617 内六角:2.015001771345337
折叠套管喷漆,76,108,折叠 套管 喷漆,折叠:1.7563888058769843 套管:2.2132374739275678 喷漆:2.4887969983223908
折弯机用外六角螺丝,76,108,折弯机 外六角 螺丝,折弯机:2.6009544105294617 外六角:2.173976462042107 螺丝:2.1225929020996874
折弯马达座底,76,108,折弯 马达 座底,折弯:2.6009544105294617 马达:2.2132374739275678 座底:2.675335594300865
针杆驱动凸轮组件,77,108,针杆 驱动 凸轮 组件,针杆:2.078422213838594 驱动:1.8037691416715667 组件:1.3558292743645528
蒸压加气混凝土砌块,35,108,蒸压 加气 混凝土 砌块,蒸压:2.0065016957256487 混凝土:2.0065016957256487 砌块:2.0065016957256487
整体合金键槽铣刀,76,108,整体 合金 键槽 铣刀,整体:1.77742901275711 键槽:2.078422213838594 铣刀:1.6447719499915674
整体合金小内径镗刀,76,108,整体 合金 小 内径 镗 刀,整体:1.1849526751714066 小:0.8079921587591082 镗:1.3376677971504325
整体硬质合金公制麻花钻头,76,108,整体 硬质合金 公制 麻花钻 头,整体:1.4219432102056881 硬质合金:1.3279424843565408 麻花钻:1.4430153133372534
支撑杆电泳加工,76,108,支撑杆 电泳 加工,支撑杆:2.771229618451459 电泳:2.771229618451459 加工:1.9429274018554585
支撑连接铁片,76,108,支撑 连接 铁片,支撑:2.0780824378915135 连接:1.8915438419130393 铁片:2.771229618451459
支撑轮安装板一,76,108,支撑 轮 安装 板,支撑:1.558561828418635 轮:1.457195551391594 板:0.8673754422239462
支架OTL23D,34,108,支架 OTL23D,支架:2.31240470062022 OTL23D:4.156844427677188
直流单刃修枝剪,76,108,直流 单刃 修枝剪,直流:2.193029266655423 单刃:2.675335594300865 修枝剪:2.675335594300865
直型金属勾刀,76,108,直型 金属 勾刀,直型:2.3381352904080384 金属:1.9619802064687746 勾刀:2.675335594300865
直型双外牙接头,73,108,直型 双外牙 接头,直型:2.3381352904080384 双外牙:2.771229618451459 接头:1.8016559862633381
止回阀大垫圈,25,108,止回阀 大 垫圈,止回阀:2.675335594300865 大:1.8401602819706195 垫圈:2.2132374739275678
指针温湿度仪,76,108,指针 温湿度 仪,指针:2.5401805582648103 温湿度:2.5401805582648103 仪:2.369905350342813
制动轮联轴器,76,108,制动 轮 联轴器,制动:2.2132374739275678 轮:1.9429274018554585 联轴器:2.3381352904080384
制动器弹簧复位弹簧,76,108,制动器 弹簧 复位 弹簧,制动器:1.9051354186986078 弹簧:3.0400483169236407 复位:1.8037691416715667
